序号,发票代码,发票号码,数电发票号码,销方识别号,销方名称,购方识别号,购买方名称,开票日期,税收分类编码,特定业务类型,货物或应税劳务名称,规格型号,单位,数量,单价,金额,税率,税额,价税合计,发票来源,发票票种,发票状态,是否正数发票,发票风险等级,开票人,备注,币种,外币金额,汇率,方向,购方税号,销方税号,发票类型,_source
1357,,,25952000000240678975,91440300088451059R,深圳诚顺鑫电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 15:28:56,1090505020000000000,,*移动通信设备*光感导光柱,PC透明注塑,个,3300,0.1327433628319,438.05,13%,56.95,495.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孙学亮,收款人:翟建林 复核人:肖华成,CNY,0.0,1.0,in,,,,
1358,,,25442000000708609114,91441900MA53YRFH2D,东莞市明德塑胶模具有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 14:29:46,1070601990000000000,,*塑料制品*保护套,透明偏蓝TPU注塑，BST18A,个,3100,1.1946902654867,3703.54,13%,481.46,4185.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,张平,,CNY,0.0,1.0,in,,,,
1359,,,25442000000708594944,91441900MA53YRFH2D,东莞市明德塑胶模具有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 14:27:12,1070601990000000000,,*塑料制品*保护套,透明偏蓝TPU注塑，BST17B,个,59800,1.1061946902655,66150.44,13%,8599.56,74750.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,张平,,CNY,0.0,1.0,in,,,,
1360,,,25502000000122683090,91500107MAAC9KPJ40,快智（重庆）人才科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 13:39:11,3040803990000000000,,*人力资源服务*服务费,,月,1,65120.58,65120.58,***,155.42,65276.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,赵海红,扣除额:62012.2,CNY,0.0,1.0,in,,,,
1361,,,25502000000122583639,91500152MAD8691D88,重庆邦悦汇人力资源管理有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 10:46:16,3040803010000000000,,*人力资源服务*劳务派遣服务费,,月,1,176906.88,176906.88,***,1124.12,178031.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,刘真汐,扣除额:154424.5,CNY,0.0,1.0,in,,,,
1362,,,25952000000239756924,91440300557194615L,深圳市佳劲源科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-12 16:15:15,1090413020400000000,,*蓄电池*电池,466591,个,3024,20.8938053097345,63182.87,13%,8213.77,71396.64,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄丹丹,,CNY,0.0,1.0,in,,,,
1363,,,25952000000239528880,91440300MA5ED05CXU,深圳市泰立丰电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-12 14:27:44,1090519990000000000,,*电子元件*数据线,"L=1M,USB-Type-C数据线，5V2A",个,6010,1.6814159292035,10105.31,13%,1313.69,11419.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,龚元,,CNY,0.0,1.0,in,,,,
1364,,,25952000000239528880,91440300MA5ED05CXU,深圳市泰立丰电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-12 14:27:44,1090519990000000000,,*电子元件*数据线,"L=1M,5V3，C TO C数据线，黑色",个,5140,1.9026548672566,9779.65,13%,1271.35,11051.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,龚元,,CNY,0.0,1.0,in,,,,
1365,,,25952000000239528880,91440300MA5ED05CXU,深圳市泰立丰电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-12 14:27:44,1090519990000000000,,*电子元件*数据线,"L=1M,USB-Type-C数据线，5V1A,黑色",个,600,1.1946902654867,716.81,13%,93.19,810.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,龚元,,CNY,0.0,1.0,in,,,,
1366,,,25322000000530132527,91321084795380181R,江苏宏嘉工程项目管理有限公司扬州分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-12 10:45:14,3040602010000000000,,*鉴证咨询服务*监理费,,,1,66037.7358490566,66037.74,6%,3962.26,70000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,李恒勤,江苏和钛智控科技有限公司洁净厂房装修工程,CNY,0.0,1.0,in,,,,
1367,,,25952000000239231866,91440300MA5FNHCN6R,深圳市启鑫通科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-12 10:05:15,1080499000000000000,,*金属制品*取卡针,"环形取卡针,银色",个,5180,0.1769911504425,916.81,13%,119.19,1036.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,何学雄,,CNY,0.0,1.0,in,,,,
1368,,,25322000000527807056,91321084MA7NDC047E,扬州众昊人力资源有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-11 10:28:07,3040803010000000000,,*人力资源服务*劳务派遣费用,,,,,163548.0,***,0.0,163548.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,胡康,扣除额:163548,CNY,0.0,1.0,in,,,,
1369,,,25322000000527516057,91321084MA7NDC047E,扬州众昊人力资源有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-11 10:27:29,3040803010000000000,,*人力资源服务*劳务派遣费用,,,,,-163548.0,***,0.0,-163548.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,胡康,扣除额:163548 被红冲蓝字数电发票号码：25322000000527980205 红字发票信息确认单编号：32108425111000903493,CNY,0.0,1.0,in,,,,
1371,,,25952000000237864355,91440300MA5G3M7P6T,深圳市镁拉科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-11 10:08:49,1090512990000000000,,*计算机配套产品*测试卡,三合一,张,-200,7.9207920792079,-1584.16,1%,-15.84,-1600.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,周鹏,被红冲蓝字数电发票号码：25952000000238144893 红字发票信息确认单编号：44030625111001779012,CNY,0.0,1.0,in,,,,
1372,,,25952000000237864355,91440300MA5G3M7P6T,深圳市镁拉科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-11 10:08:49,1090512010000000000,,*计算机配套产品*内存卡,128,张,-200,3.960396039604,-792.08,1%,-7.92,-800.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,周鹏,被红冲蓝字数电发票号码：25952000000238144893 红字发票信息确认单编号：44030625111001779012,CNY,0.0,1.0,in,,,,
1373,,,25952000000237864273,91440300MA5G3M7P6T,深圳市镁拉科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-11 10:05:36,1090512010000000000,,*计算机配套产品*内存卡,128,张,-200,3.960396039604,-792.08,1%,-7.92,-800.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,周鹏,被红冲蓝字数电发票号码：25952000000238123122 红字发票信息确认单编号：44030625111001580337,CNY,0.0,1.0,in,,,,
1377,,,25317000002874015730,91310115MA1K427762,享道出行（上海）科技股份有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:58:11,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,次,1.00,90.58,90.58,3%,2.72,93.3,电子发票服务平台,数电发票（普通发票）,正常,是,正常,李金丽,,CNY,0.0,1.0,in,,,,
1378,,,25347000000206089267,91340207MADFKUMA7F,芜湖鞍马出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:57:39,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,1,9.7,9.7,3%,0.29,9.99,电子发票服务平台,数电发票（普通发票）,正常,是,正常,吴荣艳,,CNY,0.0,1.0,in,,,,
1379,,,25347000000206089267,91340207MADFKUMA7F,芜湖鞍马出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:57:39,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,,,-0.49,3%,-0.01,-0.5,电子发票服务平台,数电发票（普通发票）,正常,是,正常,吴荣艳,,CNY,0.0,1.0,in,,,,
1380,,,25377000000532080072,91371082MA3R8BCFXT,山东及时雨汽车科技有限公司荣成分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:56:49,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,1,81.38,81.38,3%,2.44,83.82,电子发票服务平台,数电发票（普通发票）,正常,是,正常,陈珊珊,收款人:企业税号管理员,CNY,0.0,1.0,in,,,,
1381,,,25958479112045443283,91440300192211290H,深圳航空有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:55:48,3010301010100000000,航空运输电子客票行程单,*运输服务*票价,,,,,431.19,9%,38.81,470.0,电子发票服务平台,数电发票（航空运输电子客票行程单）,正常,是,正常,深圳航空有限责任公司,,CNY,0.0,1.0,in,,,,
1382,,,25958479112045443283,91440300192211290H,深圳航空有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:55:48,6130000000000000000,航空运输电子客票行程单,*代收民航发展基金*民航发展基金,,,,,50.0,不征税,0.0,50.0,电子发票服务平台,数电发票（航空运输电子客票行程单）,正常,是,正常,深圳航空有限责任公司,,CNY,0.0,1.0,in,,,,
1383,,,25958479112045443283,91440300192211290H,深圳航空有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:55:48,3010301010100000000,航空运输电子客票行程单,*运输服务*燃油附加费,,,,,18.35,9%,1.65,20.0,电子发票服务平台,数电发票（航空运输电子客票行程单）,正常,是,正常,深圳航空有限责任公司,,CNY,0.0,1.0,in,,,,
1384,,,25317000002874338412,91310105134638405A,上海华程西南国际旅行社有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:54:47,3040802990000000000,,*经纪代理服务*代订附加产品,,,1,92.4528301886792,92.45,6%,5.55,98.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,,CNY,0.0,1.0,in,,,,
1385,,,25317000002851504998,91310000080013687R,众安在线财产保险股份有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 20:54:45,3060302990000000000,,*保险服务*航意航延组合险标准计划,**,份,1,37.735849,37.74,6%,2.26,40.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,彭天灵,保单号PI157BZ251120953694246,CNY,0.0,1.0,in,,,,
1386,,,25952000000237688263,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 16:54:11,1090505020000000000,,*移动通信设备*摄像头,YL-BL01A-50C-B,个,100,18.8495575221239,1884.96,13%,245.04,2130.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
1387,,,25952000000237688263,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 16:54:11,1090505020000000000,,*移动通信设备*摄像头,YL-BL01A-G0A-WJ,个,100,2.4778761061947,247.79,13%,32.21,280.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
1388,,,25952000000237688263,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 16:54:11,1090505020000000000,,*移动通信设备*摄像头,YL-BL01A-3P3-F,个,100,9.2920353982301,929.2,13%,120.8,1050.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
1389,,,25952000000237690972,91440300MA5DQC1Y7W,深圳市卓声科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 16:36:45,1090519080000000000,,*电子元件*上喇叭,上喇叭，阻抗8欧姆/功率1.2Ｗ,个,200,4.424779,884.96,13%,115.04,1000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蓝小妍,,CNY,0.0,1.0,in,,,,
1390,,,25952000000237690972,91440300MA5DQC1Y7W,深圳市卓声科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 16:36:45,1090519080000000000,,*电子元件*左下喇叭,左下喇叭，阻抗8欧姆/功率1.2Ｗ,个,100,4.424779,442.48,13%,57.52,500.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蓝小妍,,CNY,0.0,1.0,in,,,,
1391,,,25952000000237690972,91440300MA5DQC1Y7W,深圳市卓声科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 16:36:45,1090519080000000000,,*电子元件*右下喇叭,右下喇叭，阻抗8欧姆/功率1.2Ｗ,个,100,4.424779,442.48,13%,57.52,500.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蓝小妍,,CNY,0.0,1.0,in,,,,
1392,,,25432000000152141334,91430528591044645A,新宁县金鑫电子有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 14:02:07,1090504040000000000,,*移动通信设备*马达,1027 工高3.0MM 带焊线8mm,个,100,0.7522123893805,75.22,13%,9.78,85.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,赵丽,,CNY,0.0,1.0,in,,,,
1393,,,25432000000152141334,91430528591044645A,新宁县金鑫电子有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 14:02:07,1090504040000000000,,*移动通信设备*马达,",1027,工高3.0MM,带焊线19mm",个,300,0.7522123893805,225.66,13%,29.34,255.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,赵丽,,CNY,0.0,1.0,in,,,,
1394,,,25324000000017914507,92321084MAEDM1B31Q,高邮市玉丽餐饮店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 13:30:41,3070401000000000000,,*餐饮服务*餐饮费,,,,,23155.45,1%,231.55,23387.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,朱青,,CNY,0.0,1.0,in,,,,
1395,,,25327000001430911711,91321003763559179K,扬州顺丰速运有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-10 10:41:20,3040409040000000000,,*快递服务*收派服务费,,次,1,7.5471698113,7.55,6%,0.45,8.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,张丽,,CNY,0.0,1.0,in,,,,
1396,,,25317000002858131460,913100001322279017,中国平安财产保险股份有限公司上海分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-09 15:35:02,3060302990000000000,,*保险服务*平安携程国内航空意外综合保险(互联网),**,份,1,27.35,27.35,6%,1.65,29.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,王亚娟,10225109201059252584,CNY,0.0,1.0,in,,,,
1397,,,25317000002858740836,913100007362379322,中国太平洋财产保险股份有限公司上海分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-09 15:33:44,3060301990000000000,,*保险服务*航空旅客人身意外伤害保险（互联网）,**,单,1,37.74,37.74,6%,2.26,40.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,谭乐怡,保单号:ASHH5202OS25W00MLHBT,CNY,0.0,1.0,in,,,,
1398,,,25317000002861480996,91310105134638405A,上海华程西南国际旅行社有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-09 15:33:42,3040802990000000000,,*经纪代理服务*代订机票产品,,,1,471.6981132075472,471.7,6%,28.3,500.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,"携程订单:1128143473939418,2025/10/30 深圳-扬州 ZH8891 范选容 经济舱",CNY,0.0,1.0,in,,,,
1399,,,25317000002861480996,91310105134638405A,上海华程西南国际旅行社有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-09 15:33:42,3040802990000000000,,*经纪代理服务*代订附加产品,,,1,45.2830188679245,45.28,6%,2.72,48.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,"携程订单:1128143473939418,2025/10/30 深圳-扬州 ZH8891 范选容 经济舱",CNY,0.0,1.0,in,,,,
1400,,,25327000001443989522,91320102575938948G,南京苏宁易购电子商务有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-09 11:22:15,1050108010000000000,,*木制品*004苏宁漏勺细网家用厨房豆浆过滤网食品级不锈钢过滤漏网筛笊篱1415,网筛1415,件,1,10.8230088495575,10.82,13%,1.41,12.23,电子发票服务平台,数电发票（普通发票）,正常,是,正常,张吟,BH39712136；；8884；210100027313272977；2025-10-30 07:22:45,CNY,0.0,1.0,in,,,,
1401,,,25332000000504700435,91330109MA2H01C56R,长燃智享（宁夏）新能源科技有限公司杭州分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-09 07:42:02,3010101020299000000,旅客运输服务发票,*运输服务*客运服务费,,,1,107.766990291262,107.77,3%,3.23,111.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,胡志娟,,CNY,0.0,1.0,in,,,,
1402,,,25952000000236525547,914403005598529760,深圳市博思腾科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-08 18:49:31,1090521000000000000,,*印制电路板*FPC,"侧键FPC,48.4*10.75*0.85mm",个,100,0.7610619469027,76.11,13%,9.89,86.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄秋霞,,CNY,0.0,1.0,in,,,,
1403,,,25952000000236525547,914403005598529760,深圳市博思腾科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-08 18:49:31,1090521000000000000,,*印制电路板*FPC,"闪光灯FPC,19.27*10.32*0.45mm",个,100,0.7522123893805,75.22,13%,9.78,85.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄秋霞,,CNY,0.0,1.0,in,,,,
